DISTRICT_NAME,DISTRICT_CODE,TOTAL_STUDENTS,PERCENTAGE_GRADUATED,PERCENTAGE_STILL_IN_SCHOOL,PERCENTAGE_NON_GRADUATE_COMPLETORS,PERCENTAGE_HS_EQUIVALENT,PERCENTAGE_DROPPED_OUT,PERCENTAGE_PERMANENTLY_EXCLUDED,IN_DISTRICT_EXPENDITURES,TOTAL_IN_DISTRICT_FTES,IN_DISTRICT_EXPENDITURES_PER_PUPIL,TOTAL_EXPENDITURES,TOTAL_PUPIL_FTES,TOTAL_EXPENDITURES_PER_PUPIL,SALARY_TOTALS,AVERAGE_SALARY,FTE_COUNT,ATTENDANCE_RATE,AVERAGE_NUMBER_ABSENCES,ABSENT_10_OR_MORE_DAYS,ABSENT_10_PERCENT_OR_MORE,ABSENT_20_PERCENT_OR_MORE,UNEXCUSED_OVER_9_DAYS,TOTAL_NUMBER_OF_STAFF,ATTENDANCE_RATE_PERCENTAGE,AVERAGE_NUMBER_OF_ABSENCES,ART_KINDERGARTEN,ART_FIRST_GRADE,ART_SECOND_GRADE,ART_THIRD_GRADE,ART_FOURTH_GRADE,ART_FIFTH_GRADE,ART_SIXTH_GRADE,ART_SEVENTH_GRADE,ART_EIGHTH_GRADE,ART_NINTH_GRADE,ART_TENTH_GRADE,ART_ELEVENTH_GRADE,ART_TWELVETH_GRADE,ART_ALL_GRADES,ELA_AVERAGE_SCALED_SCORE,MATH_AVERAGE_SCALED_SCORE,SCI_AVERAGE_SCALED_SCORE,ELA_E_NUMBER,MATH_E_NUMBER,SCI_E_NUMBER,ELA_E_PERCENTAGE,MATH_E_PERCENTAGE,SCI_E_PERCENTAGE,ELA_M_E_NUMBER,MATH_M_E_NUMBER,SCI_M_E_NUMBER,ELA_M_E_PERCENTAGE,MATH_M_E_PERCENTAGE,SCI_M_E_PERCENTAGE,ELA_M_NUMBER,MATH_M_NUMBER,SCI_M_NUMBER,ELA_M_PERCENTAGE,MATH_M_PERCENTAGE,SCI_M_PERCENTAGE,ELA_N_M_NUMBER,MATH_N_M_NUMBER,SCI_N_M_NUMBER,ELA_N_M_PERCENTAGE,MATH_N_M_PERCENTAGE,SCI_N_M_PERCENTAGE,ELA_PARTICIPATION_RATE_PERCENTAGE,MATH_PARTICIPATION_RATE_PERCENTAGE,SCI_PARTICIPATION_RATE_PERCENTAGE,ELA_P_M_NUMBER,MATH_P_M_NUMBER,SCI_P_M_NUMBER,ELA_P_M_PERCENTAGE,MATH_P_M_PERCENTAGE,SCI_P_M_PERCENTAGE,ELA_SGP,MATH_SGP,ELA_TOTAL_STUDENTS_INCLUDED,MATH_TOTAL_STUDENTS_INCLUDED,SCI_TOTAL_STUDENTS_INCLUDED,ELA_TOTAL_STUDENTS_INCLUDED_IN_SGP,MATH_TOTAL_STUDENTS_INCLUDED_IN_SGP,ART_PARTICIPATION_RATE
KIPP Academy Lynn Charter (District),04290000,126,97.6,0.8,0.0,0.0,1.6,0.0,34246623.48,1613.1,21229.92,34246623.48,1613.1,21229.92,10688100.0,93799.0,116.4,93.6,11.6,45.4,17.3,3.7,2.2,300.0,91.5,16.0,124.0,124.0,122.0,125.0,126.0,131.0,128.0,127.0,128.0,114.0,113.0,39.0,64.0,1465.0,487.0,489.0,483.0,12.0,21.0,2.0,2.0,3.0,1.0,192.0,225.0,44.0,26.0,30.0,18.0,180.0,204.0,42.0,24.0,27.0,17.0,146.0,124.0,57.0,20.0,17.0,23.0,100.0,100.0,99.0,408.0,395.0,146.0,55.0,53.0,59.0,51.0,47.0,746.0,744.0,247.0,615.0,613.0,11.626984126984127
Academy Of the Pacific Rim Charter Public (District),04120000,43,97.7,0.0,0.0,0.0,2.3,0.0,13577682.67,452.6,29997.97,13577682.67,452.6,29997.97,4585654.0,87517.0,54.6,92.5,13.1,50.8,24.1,6.1,24.9,113.0,94.4,10.0,,,,,,42.0,60.0,78.0,72.0,84.0,59.0,22.0,26.0,443.0,478.0,478.0,479.0,1.0,3.0,1.0,0.0,1.0,1.0,34.0,35.0,12.0,14.0,14.0,11.0,33.0,32.0,11.0,13.0,13.0,10.0,82.0,102.0,36.0,33.0,41.0,32.0,98.0,98.0,98.0,133.0,111.0,64.0,53.0,45.0,57.0,42.0,43.0,249.0,248.0,112.0,217.0,219.0,10.30232558139535
Foxborough Regional Charter (District),04460000,86,96.5,1.2,0.0,0.0,2.3,0.0,25616096.59,1508.3,16982.97,25616096.59,1508.3,16982.97,7673004.0,65000.0,117.0,94.9,9.0,34.6,10.6,2.6,24.4,240.0,91.1,16.1,98.0,129.0,139.0,133.0,143.0,133.0,124.0,110.0,106.0,47.0,19.0,14.0,30.0,1225.0,486.0,485.0,484.0,16.0,15.0,4.0,2.0,2.0,2.0,195.0,159.0,56.0,26.0,21.0,24.0,179.0,144.0,52.0,24.0,19.0,22.0,184.0,187.0,64.0,25.0,25.0,27.0,100.0,100.0,99.0,363.0,395.0,114.0,49.0,53.0,49.0,45.0,50.0,742.0,741.0,234.0,577.0,577.0,14.244186046511627
Northampton-Smith Vocational Agricultural,04060000,145,96.6,0.7,0.0,0.7,1.4,0.7,17625381.38,561.4,31395.1,17625381.38,561.4,31395.1,5077778.0,79340.0,64.0,95.0,8.9,35.0,8.8,1.7,15.0,107.0,90.7,18.2,,,,,,,,,,149.0,149.0,6.0,23.0,327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2551724137931033
Collegiate Charter School of Lowell (District),35030000,58,82.8,1.7,0.0,1.7,13.8,0.0,17262190.3,1194.0,14457.32,17262190.3,1194.0,14457.32,4529802.0,60616.0,81.2,94.7,9.3,35.7,13.3,1.9,16.7,220.0,92.1,15.1,77.0,97.0,113.0,120.0,90.0,100.0,112.0,112.0,107.0,61.0,0.0,35.0,40.0,1064.0,486.0,483.0,481.0,26.0,15.0,6.0,4.0,2.0,3.0,168.0,126.0,45.0,27.0,20.0,22.0,142.0,111.0,39.0,23.0,18.0,19.0,158.0,160.0,64.0,25.0,25.0,31.0,99.0,100.0,100.0,305.0,348.0,97.0,48.0,55.0,47.0,53.0,44.0,631.0,634.0,206.0,508.0,510.0,18.344827586206897
Haverhill,01280000,549,86.7,4.7,0.4,0.4,7.8,0.0,157025892.0,7996.0,19638.11,177517005.2,8721.9,20353.02,57438522.0,85921.0,668.5,91.4,14.7,52.6,27.2,9.4,43.2,1400.0,93.8,10.9,595.0,578.0,595.0,592.0,591.0,592.0,610.0,659.0,649.0,337.0,352.0,286.0,369.0,6805.0,486.0,488.0,486.0,104.0,148.0,40.0,3.0,4.0,3.0,1006.0,1057.0,340.0,28.0,29.0,29.0,902.0,909.0,300.0,25.0,25.0,25.0,982.0,899.0,308.0,27.0,25.0,26.0,98.0,98.0,96.0,1613.0,1651.0,535.0,45.0,46.0,45.0,49.0,52.0,3601.0,3607.0,1183.0,2737.0,2759.0,12.395264116575593
TEC Connections Academy Commonwealth Virtual School District,39020000,681,45.7,12.9,0.3,6.6,34.2,0.3,26758228.7,2936.9,9111.01,26758228.7,2936.9,9111.01,10329982.0,135921.0,125.5,89.6,15.5,43.2,37.5,22.8,38.1,257.0,91.8,14.8,54.0,70.0,95.0,100.0,112.0,155.0,167.0,245.0,309.0,114.0,84.0,113.0,143.0,1761.0,486.0,480.0,487.0,43.0,14.0,21.0,4.0,1.0,5.0,273.0,197.0,119.0,28.0,20.0,29.0,230.0,183.0,98.0,23.0,19.0,24.0,253.0,358.0,111.0,26.0,36.0,27.0,94.0,94.0,92.0,465.0,433.0,180.0,47.0,44.0,44.0,45.0,42.0,991.0,988.0,410.0,551.0,540.0,2.5859030837004404
Map Academy Charter School (District),35170000,61,27.9,63.9,0.0,0.0,8.2,0.0,5852118.79,278.6,21004.7,5852118.79,278.6,21004.7,1765154.0,68040.0,25.1,42.9,90.4,96.8,95.0,86.9,0.0,34.0,96.7,6.4,,,,,,,,,,20.0,23.0,19.0,14.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2459016393442623
Somerset Berkley Regional School District,07630000,222,93.7,3.2,0.5,0.0,2.7,0.0,18347588.76,940.3,19511.56,21196129.2,991.2,21383.88,7135577.0,91835.0,77.7,92.9,12.3,45.4,14.8,5.3,39.4,148.0,93.9,11.4,,,,,,,,,,110.0,110.0,146.0,157.0,523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.355855855855856
Northboro-Southboro,07300000,299,97.7,1.3,0.0,0.0,1.0,0.0,28851814.85,1193.4,24175.81,30743960.55,1227.7,25042.75,11101344.0,102790.0,108.0,93.5,11.6,46.1,17.8,3.6,7.9,233.0,93.0,12.9,,,,,,,,,,166.0,153.0,77.0,122.0,518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7324414715719063
Ma Academy for Math and Science,04680000,49,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,98.0,3.5,6.1,0.0,0.0,1.0,10.0,98.3,3.4,,,,,,,,,,,,0.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30612244897959184
Pentucket,07450000,154,98.1,0.6,0.0,0.0,1.3,0.0,43293083.0,2230.3,19411.67,49110801.46,2369.8,20723.55,15450261.0,83787.0,184.4,94.3,10.0,39.0,12.3,2.8,5.6,353.0,95.4,8.5,164.0,174.0,180.0,205.0,148.0,188.0,176.0,169.0,81.0,107.0,109.0,82.0,78.0,1861.0,498.0,500.0,499.0,71.0,86.0,31.0,7.0,8.0,9.0,499.0,520.0,168.0,48.0,50.0,49.0,428.0,434.0,137.0,41.0,41.0,40.0,131.0,124.0,35.0,13.0,12.0,10.0,99.0,99.0,98.0,415.0,406.0,140.0,40.0,39.0,41.0,47.0,50.0,1045.0,1050.0,343.0,807.0,810.0,12.084415584415584
Ralph C Mahar,07550000,83,80.7,4.8,0.0,2.4,12.0,0.0,14520236.0,500.0,29040.47,17433538.01,621.8,28036.16,4530419.0,77048.0,58.8,92.7,12.4,40.8,17.7,8.2,0.0,100.0,92.7,13.7,,,,,,,,66.0,77.0,75.0,72.0,54.0,61.0,405.0,481.0,488.0,486.0,1.0,7.0,4.0,0.0,4.0,4.0,42.0,50.0,20.0,21.0,26.0,21.0,41.0,43.0,16.0,20.0,22.0,17.0,65.0,41.0,24.0,32.0,21.0,25.0,96.0,93.0,92.0,94.0,105.0,51.0,47.0,54.0,54.0,39.0,59.0,201.0,196.0,95.0,171.0,168.0,4.879518072289157
Pioneer Valley,07500000,37,97.3,0.0,0.0,0.0,2.7,0.0,15965345.0,580.7,27491.43,17302912.1,664.5,26037.17,4394007.0,75628.0,58.1,94.6,9.3,37.3,11.9,2.2,7.9,152.0,90.8,16.8,38.0,36.0,41.0,50.0,48.0,38.0,47.0,56.0,39.0,33.0,13.0,13.0,32.0,484.0,492.0,489.0,497.0,15.0,6.0,6.0,5.0,2.0,6.0,105.0,92.0,44.0,35.0,31.0,47.0,90.0,86.0,38.0,30.0,29.0,41.0,51.0,54.0,14.0,17.0,18.0,15.0,96.0,95.0,98.0,142.0,147.0,35.0,48.0,50.0,38.0,49.0,47.0,298.0,293.0,93.0,231.0,228.0,13.08108108108108
Triton,07730000,156,92.9,3.8,0.0,0.0,3.2,0.0,51640424.0,2113.3,24436.24,57570898.28,2312.3,24897.55,20811130.0,98538.0,211.2,93.7,11.0,41.9,15.3,3.3,28.7,417.0,95.2,8.8,148.0,161.0,167.0,168.0,133.0,180.0,154.0,146.0,151.0,94.0,79.0,62.0,81.0,1724.0,499.0,500.0,501.0,82.0,74.0,37.0,9.0,8.0,11.0,474.0,472.0,174.0,50.0,50.0,53.0,392.0,398.0,137.0,42.0,42.0,42.0,114.0,84.0,37.0,12.0,9.0,11.0,99.0,99.0,98.0,353.0,385.0,119.0,38.0,41.0,36.0,54.0,55.0,941.0,941.0,330.0,728.0,729.0,11.051282051282051
Pioneer Valley Chinese Immersion Charter (District),04970000,34,100.0,0.0,0.0,0.0,0.0,0.0,11121708.7,547.9,20297.31,11121708.7,547.9,20297.31,4941356.0,74657.0,65.1,95.6,7.7,28.4,9.0,1.9,5.3,124.0,95.3,8.1,44.0,44.0,44.0,44.0,44.0,44.0,62.0,49.0,53.0,50.0,38.0,7.0,4.0,527.0,507.0,509.0,512.0,57.0,64.0,21.0,20.0,22.0,22.0,181.0,181.0,71.0,62.0,62.0,74.0,124.0,117.0,50.0,42.0,40.0,52.0,23.0,16.0,4.0,8.0,5.0,4.0,99.0,100.0,99.0,88.0,97.0,21.0,30.0,33.0,22.0,60.0,69.0,292.0,294.0,96.0,243.0,244.0,15.5
Pioneer Charter School of Science (District),04940000,53,100.0,0.0,0.0,0.0,0.0,0.0,14572577.11,780.0,18682.31,14572577.11,780.0,18682.31,6016494.0,82927.0,71.2,95.7,8.0,34.5,5.5,0.4,13.0,105.0,96.9,3.4,65.0,63.0,63.0,63.0,63.0,64.0,64.0,63.0,63.0,0.0,2.0,27.0,41.0,641.0,506.0,511.0,509.0,56.0,82.0,25.0,15.0,22.0,20.0,235.0,261.0,85.0,62.0,69.0,67.0,179.0,179.0,60.0,47.0,47.0,48.0,34.0,22.0,9.0,9.0,6.0,7.0,100.0,100.0,100.0,109.0,95.0,32.0,29.0,25.0,25.0,58.0,60.0,378.0,378.0,126.0,307.0,306.0,12.09433962264151
Seekonk,02650000,154,96.8,1.3,0.0,0.6,1.3,0.0,38476325.8,2059.8,18679.84,42888870.29,2118.5,20244.86,16173090.0,91219.0,177.3,95.0,8.8,33.1,10.6,1.6,10.4,330.0,92.9,12.5,160.0,145.0,159.0,163.0,177.0,170.0,151.0,169.0,154.0,96.0,92.0,71.0,114.0,1821.0,500.0,501.0,502.0,84.0,74.0,29.0,8.0,7.0,8.0,501.0,535.0,182.0,49.0,52.0,53.0,417.0,461.0,153.0,41.0,45.0,45.0,118.0,86.0,24.0,12.0,8.0,7.0,100.0,100.0,100.0,403.0,400.0,137.0,39.0,39.0,40.0,52.0,51.0,1022.0,1021.0,343.0,809.0,806.0,11.824675324675324
Pioneer Charter School of Science II (District),35060000,44,93.2,4.5,0.0,0.0,2.3,0.0,9886932.41,565.2,17492.49,9886932.41,565.2,17492.49,4061852.0,79925.0,49.0,94.8,9.5,38.4,9.6,1.4,16.7,80.0,99.1,1.4,54.0,50.0,51.0,53.0,52.0,,,74.0,73.0,0.0,1.0,20.0,28.0,456.0,506.0,512.0,501.0,36.0,46.0,5.0,15.0,19.0,7.0,153.0,181.0,41.0,62.0,74.0,56.0,117.0,135.0,36.0,48.0,55.0,49.0,15.0,14.0,4.0,6.0,6.0,5.0,100.0,100.0,100.0,77.0,50.0,28.0,31.0,20.0,38.0,67.0,74.0,245.0,245.0,73.0,173.0,174.0,10.363636363636363
Nauset,06600000,206,96.1,2.9,0.0,0.0,1.0,0.0,35164389.0,1211.1,29035.35,41798584.78,1411.6,29611.16,12793308.0,101454.0,126.1,93.3,11.8,48.6,18.3,3.7,43.5,235.0,96.3,6.5,,,,,,,150.0,116.0,144.0,110.0,104.0,80.0,102.0,806.0,500.0,493.0,497.0,47.0,15.0,6.0,10.0,3.0,4.0,237.0,154.0,76.0,52.0,34.0,44.0,190.0,139.0,70.0,42.0,31.0,41.0,53.0,59.0,14.0,12.0,13.0,8.0,98.0,98.0,98.0,163.0,240.0,81.0,36.0,53.0,47.0,52.0,41.0,453.0,453.0,171.0,417.0,416.0,3.912621359223301
Excel Academy Charter (District),04100000,163,95.1,2.5,0.6,0.0,1.8,0.0,33003626.0,1361.6,24238.68,33003626.0,1361.6,24238.68,10552689.0,81966.0,130.1,93.3,12.3,49.2,19.8,3.8,0.6,275.0,94.4,10.8,,,,,,173.0,176.0,174.0,170.0,75.0,57.0,36.0,28.0,889.0,502.0,500.0,490.0,89.0,68.0,10.0,13.0,10.0,3.0,385.0,333.0,113.0,55.0,48.0,33.0,296.0,265.0,103.0,43.0,38.0,30.0,76.0,67.0,53.0,11.0,10.0,15.0,100.0,100.0,100.0,233.0,293.0,178.0,34.0,42.0,52.0,71.0,70.0,694.0,693.0,344.0,670.0,668.0,5.45398773006135
Holliston,01360000,206,95.1,3.9,0.0,0.0,1.0,0.0,46206138.4,2740.7,16859.28,54683822.49,2861.4,19110.65,20062878.0,94950.0,211.3,94.8,9.2,35.1,10.5,2.0,26.9,478.0,93.3,11.9,141.0,171.0,200.0,240.0,204.0,208.0,176.0,213.0,216.0,147.0,128.0,145.0,158.0,2347.0,503.0,505.0,505.0,137.0,168.0,50.0,11.0,13.0,12.0,733.0,757.0,275.0,57.0,59.0,65.0,596.0,589.0,225.0,47.0,46.0,53.0,133.0,105.0,32.0,10.0,8.0,8.0,99.0,99.0,97.0,410.0,415.0,118.0,32.0,32.0,28.0,56.0,55.0,1276.0,1277.0,425.0,1000.0,1004.0,11.393203883495145
Pioneer Valley Performing Arts Charter Public (District),04790000,69,94.2,0.0,0.0,1.4,4.3,0.0,7441103.74,404.6,18391.26,7441103.74,404.6,18391.26,2519916.0,60151.0,43.3,90.1,16.3,63.1,35.0,11.9,3.4,87.0,92.1,13.9,,,,,,,,74.0,72.0,59.0,66.0,67.0,65.0,403.0,491.0,482.0,490.0,6.0,0.0,0.0,4.0,0.0,0.0,53.0,22.0,23.0,37.0,16.0,33.0,47.0,22.0,23.0,33.0,16.0,33.0,22.0,37.0,12.0,15.0,26.0,17.0,100.0,99.0,99.0,67.0,82.0,35.0,47.0,58.0,50.0,43.0,30.0,142.0,141.0,70.0,112.0,111.0,5.840579710144928
Malden,01650000,528,85.2,5.3,0.0,0.4,9.1,0.0,127616493.0,6272.2,20346.48,151003339.7,7014.3,21528.02,49513196.0,106848.0,463.4,92.0,13.2,45.1,25.8,9.1,35.3,901.0,91.9,14.5,448.0,472.0,432.0,499.0,465.0,462.0,491.0,462.0,501.0,168.0,192.0,222.0,231.0,5045.0,489.0,490.0,487.0,178.0,173.0,41.0,7.0,6.0,5.0,926.0,901.0,276.0,34.0,34.0,31.0,748.0,728.0,235.0,28.0,27.0,27.0,762.0,648.0,250.0,28.0,24.0,28.0,99.0,99.0,99.0,1006.0,1138.0,358.0,37.0,42.0,40.0,53.0,53.0,2694.0,2687.0,884.0,1938.0,1983.0,9.554924242424242
Franklin,01010000,393,97.7,2.0,0.0,0.0,0.3,0.0,84383185.95,4672.3,18060.2,99659684.01,5133.5,19413.67,35291269.0,92192.0,382.8,94.7,9.3,34.9,11.8,2.6,23.0,773.0,94.1,10.6,315.0,321.0,315.0,322.0,328.0,315.0,369.0,339.0,370.0,275.0,268.0,146.0,159.0,3842.0,503.0,505.0,501.0,233.0,293.0,64.0,11.0,14.0,9.0,1176.0,1219.0,384.0,57.0,59.0,55.0,943.0,926.0,320.0,46.0,45.0,46.0,212.0,191.0,64.0,10.0,9.0,9.0,99.0,99.0,99.0,659.0,639.0,244.0,32.0,31.0,35.0,53.0,51.0,2047.0,2049.0,692.0,1623.0,1630.0,9.776081424936386
State Totals,00000000,76414,89.3,4.3,0.2,0.3,5.8,0.0,19453875893.0,867936.7,22413.93,22003229656.0,949843.6,23165.11,7065457313.0,91014.0,77630.3,93.2,11.9,44.4,18.8,5.2,23.0,159653.0,93.4,11.9,57742.0,63527.0,64732.0,66932.0,65268.0,66336.0,64766.0,63972.0,62655.0,40643.0,37056.0,33566.0,36086.0,723263.0,494.0,494.0,494.0,28755.0,31114.0,10126.0,7.0,8.0,8.0,164587.0,161477.0,54794.0,42.0,41.0,42.0,135832.0,130363.0,44668.0,34.0,33.0,34.0,78297.0,74459.0,25601.0,20.0,19.0,19.0,99.0,99.0,98.0,153425.0,160412.0,51616.0,39.0,40.0,39.0,50.0,50.0,396309.0,396348.0,132011.0,310450.0,312253.0,9.465058758866176
Pittsfield,02360000,437,79.2,6.4,0.2,1.4,12.8,0.0,117042517.0,4930.8,23737.16,131559242.0,5805.5,22661.25,38071003.0,74111.0,513.7,88.9,19.1,61.4,38.6,16.0,41.3,966.0,90.9,16.0,309.0,353.0,377.0,329.0,335.0,345.0,271.0,347.0,241.0,128.0,191.0,212.0,220.0,3658.0,486.0,484.0,486.0,77.0,68.0,33.0,4.0,3.0,5.0,568.0,482.0,181.0,29.0,25.0,28.0,491.0,414.0,148.0,25.0,21.0,23.0,576.0,617.0,187.0,29.0,31.0,29.0,97.0,97.0,96.0,823.0,863.0,276.0,42.0,44.0,43.0,43.0,39.0,1967.0,1962.0,644.0,1463.0,1456.0,8.37070938215103
Middleborough,01820000,223,88.8,4.5,0.0,0.0,6.7,0.0,58287141.96,2983.6,19536.17,63586845.5,3169.2,20064.07,22110568.0,103514.0,213.6,93.4,11.5,46.8,18.1,3.4,32.5,374.0,90.7,16.8,213.0,199.0,248.0,232.0,246.0,208.0,235.0,228.0,227.0,159.0,142.0,138.0,126.0,2601.0,490.0,492.0,492.0,39.0,44.0,19.0,3.0,3.0,5.0,445.0,464.0,161.0,33.0,34.0,38.0,406.0,420.0,142.0,30.0,31.0,34.0,243.0,224.0,71.0,18.0,17.0,17.0,99.0,98.0,96.0,673.0,669.0,189.0,49.0,49.0,45.0,44.0,43.0,1361.0,1357.0,421.0,1060.0,1058.0,11.663677130044842
Bristol County Agricultural,09100000,150,98.0,0.0,0.0,0.7,1.3,0.0,14560298.64,581.8,25028.21,14560298.64,581.8,25028.21,3908732.0,84240.0,46.4,93.9,10.9,44.6,15.1,3.2,13.2,95.0,94.2,10.3,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Brookline,00460000,555,95.9,2.2,0.0,0.4,1.6,0.0,187685858.0,7034.0,26682.66,197687064.2,7120.0,27765.05,71183253.0,122329.0,581.9,95.0,8.7,32.9,10.8,1.8,13.5,1350.0,92.1,14.7,483.0,483.0,533.0,512.0,553.0,524.0,508.0,516.0,471.0,415.0,437.0,240.0,223.0,5898.0,510.0,512.0,509.0,567.0,679.0,185.0,19.0,23.0,20.0,2024.0,2067.0,648.0,69.0,71.0,68.0,1457.0,1388.0,463.0,50.0,48.0,49.0,192.0,201.0,70.0,7.0,7.0,7.0,99.0,99.0,99.0,704.0,651.0,229.0,24.0,22.0,24.0,60.0,61.0,2920.0,2919.0,947.0,2225.0,2275.0,10.627027027027028
New Bedford,02010000,861,79.9,5.1,0.3,0.9,13.7,0.0,292262543.5,12612.0,23173.4,336914971.4,14587.3,23096.45,91187960.0,88190.0,1034.0,92.3,13.2,50.2,24.2,7.3,38.8,2260.0,94.8,9.5,1035.0,1077.0,1095.0,1072.0,1055.0,910.0,829.0,875.0,923.0,745.0,474.0,488.0,414.0,10992.0,481.0,481.0,480.0,106.0,121.0,15.0,2.0,2.0,1.0,1236.0,1084.0,308.0,22.0,19.0,17.0,1130.0,963.0,293.0,20.0,17.0,16.0,1952.0,1923.0,607.0,34.0,34.0,34.0,99.0,99.0,98.0,2486.0,2662.0,872.0,44.0,47.0,49.0,45.0,42.0,5674.0,5669.0,1787.0,4112.0,4138.0,12.766550522648084
Millbury,01860000,128,93.8,2.3,0.0,0.8,3.1,0.0,33148289.8,1658.1,19991.2,36539063.61,1746.8,20917.87,12119958.0,92660.0,130.8,94.1,10.5,41.6,14.6,3.3,27.2,308.0,94.0,10.4,110.0,109.0,135.0,126.0,103.0,131.0,100.0,114.0,90.0,68.0,90.0,77.0,103.0,1356.0,492.0,494.0,493.0,21.0,40.0,7.0,3.0,6.0,3.0,266.0,279.0,94.0,38.0,39.0,39.0,245.0,239.0,87.0,35.0,34.0,36.0,121.0,114.0,32.0,17.0,16.0,13.0,99.0,99.0,98.0,320.0,314.0,116.0,45.0,44.0,48.0,44.0,47.0,707.0,707.0,242.0,539.0,544.0,10.59375
Watertown,03140000,209,87.6,4.8,0.0,0.0,7.7,0.0,69656249.91,2735.4,25465.0,78308297.15,2855.0,27428.27,26633054.0,100692.0,264.5,93.7,11.0,37.5,15.6,4.3,16.6,600.0,92.2,14.1,241.0,232.0,195.0,237.0,193.0,207.0,198.0,197.0,184.0,154.0,112.0,85.0,101.0,2336.0,496.0,498.0,499.0,93.0,110.0,46.0,8.0,9.0,12.0,576.0,583.0,203.0,48.0,48.0,51.0,483.0,473.0,157.0,40.0,39.0,40.0,201.0,180.0,65.0,17.0,15.0,16.0,99.0,99.0,99.0,433.0,446.0,128.0,36.0,37.0,32.0,52.0,54.0,1210.0,1209.0,396.0,897.0,909.0,11.177033492822966
Southeastern Regional Vocational Technical,08720000,385,99.5,0.0,0.0,0.0,0.5,0.0,39916984.0,1564.8,25508.78,39921984.0,1565.8,25495.68,13266845.0,102844.0,129.0,95.2,8.4,33.0,10.6,1.5,9.9,247.0,93.0,12.7,,,,,,,,,,47.0,40.0,42.0,52.0,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4701298701298701
Quaboag Regional,07780000,83,91.6,1.2,0.0,1.2,6.0,0.0,23544949.82,1116.3,21091.33,26215097.6,1250.2,20968.46,7717447.0,87499.0,88.2,92.4,13.1,51.0,24.1,6.2,20.5,227.0,93.7,11.2,61.0,66.0,70.0,102.0,81.0,88.0,81.0,101.0,89.0,41.0,38.0,59.0,57.0,934.0,486.0,488.0,485.0,12.0,11.0,2.0,2.0,2.0,1.0,137.0,165.0,47.0,26.0,31.0,27.0,125.0,154.0,45.0,23.0,29.0,26.0,130.0,118.0,45.0,24.0,22.0,26.0,99.0,99.0,99.0,270.0,253.0,81.0,50.0,47.0,47.0,40.0,42.0,537.0,536.0,173.0,416.0,417.0,11.25301204819277
Westwood,03350000,210,98.6,0.5,0.0,0.0,1.0,0.0,69851141.0,2871.6,24325.19,73053086.45,2904.0,25155.97,26946312.0,113220.0,238.0,95.5,7.9,26.2,7.4,1.6,6.9,534.0,94.5,9.9,203.0,235.0,214.0,226.0,233.0,190.0,235.0,224.0,205.0,184.0,168.0,89.0,131.0,2537.0,513.0,513.0,514.0,293.0,293.0,99.0,22.0,22.0,25.0,940.0,950.0,301.0,71.0,72.0,76.0,647.0,657.0,202.0,49.0,50.0,51.0,80.0,86.0,19.0,6.0,7.0,5.0,99.0,100.0,100.0,295.0,283.0,77.0,22.0,21.0,19.0,56.0,53.0,1315.0,1319.0,397.0,1046.0,1051.0,12.08095238095238
Hingham,01310000,272,94.9,3.3,0.0,0.0,1.5,0.4,75344741.06,3679.1,20479.31,81645281.89,3738.8,21837.4,32935922.0,107109.0,307.5,95.7,7.8,28.2,6.1,1.0,10.2,622.0,93.6,11.8,258.0,251.0,304.0,289.0,274.0,299.0,275.0,198.0,169.0,109.0,86.0,70.0,100.0,2682.0,515.0,511.0,512.0,386.0,285.0,115.0,23.0,17.0,21.0,1265.0,1161.0,408.0,76.0,70.0,74.0,879.0,876.0,293.0,53.0,53.0,53.0,59.0,63.0,16.0,4.0,4.0,3.0,99.0,99.0,99.0,335.0,434.0,131.0,20.0,26.0,24.0,57.0,51.0,1659.0,1658.0,555.0,1316.0,1320.0,9.860294117647058
East Longmeadow,00870000,176,97.2,1.1,0.0,0.6,1.1,0.0,48664400.34,2502.7,19444.76,53179205.82,2599.8,20454.97,17194359.0,85672.0,200.7,95.9,7.1,24.2,6.3,0.9,0.2,438.0,97.9,3.6,152.0,156.0,168.0,194.0,185.0,202.0,154.0,197.0,188.0,74.0,75.0,114.0,76.0,1935.0,496.0,498.0,498.0,61.0,76.0,36.0,5.0,7.0,9.0,518.0,542.0,195.0,45.0,46.0,49.0,457.0,466.0,159.0,39.0,40.0,40.0,164.0,153.0,52.0,14.0,13.0,13.0,99.0,99.0,99.0,482.0,471.0,151.0,41.0,40.0,38.0,54.0,54.0,1164.0,1166.0,398.0,939.0,939.0,10.994318181818182
